Date,Open,High,Low,Close,Adj Close,Volume,RSI_14,macd,macd_signal,BB_upper,BB_middle,BB_lower,Close-Open,High-Low,OBV,Close2-Close1,Close2,BB_height,next_day_close_increased
2021-11-15,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.2219541070156495,0.5054473904974064,0.7746234426675078,0.7971973968687013,0.9696911670425539,0.9981985149333736,0.9915190607087927,0.3150559933250253,0.24364500226674374,0.9589193251671183,-3396.625,60161.246094,0.47100949448168533,0
2021-11-16,0.9638092005451698,0.9488216946243824,0.905487093302309,0.9288971473991969,0.9288971473991969,0.3652357083590077,0.3749105205386,0.7016571770600478,0.7849681425241251,0.9655713988092971,1.0,1.0,0.16828568910630437,0.42336887128100914,0.9148166911766871,206.765625,60368.011719,0.4371362041110779,1
2021-11-17,0.8918018207670789,0.8909030155296955,0.895040060793089,0.9332254514531586,0.9332254514531586,0.2977902089040224,0.383382978706211,0.6463561307873351,0.7627348828026914,0.9659538047892586,0.9997273134371027,0.9989947873119069,0.5165505861371524,0.2048796269675925,0.951702054196334,-3425.875,56942.136719,0.4408381804230083,0
2021-11-18,0.8962352769473648,0.8933994039668587,0.8540670856373372,0.8615102973947104,0.8615102973947104,0.31723346627372334,0.2768593444235677,0.5502284085293456,0.7233071596397032,0.97616878199776,0.9940554027495618,0.9754754064291407,0.18133518629355894,0.39536761988888014,0.9127360889404253,1177.441405999998,58119.578125,0.531200524980857,1
2021-11-19,0.8265915641850449,0.8414812862366217,0.8364314402897092,0.8861581295036127,0.8861581295036127,0.29360245820852027,0.3266090308606853,0.4932825273842769,0.6789448252202405,0.9803598905277269,0.9900108384905797,0.962275867345646,0.6080270621264781,0.23566886004646245,0.9491733252240889,1577.6171879999965,59697.195313,0.5773581683003025,1
2021-11-20,0.851098558941131,0.8716393950669628,0.8732318590934026,0.9191829945914154,0.9191829945914154,0.22253039216411952,0.38917511547639777,0.47377522310843423,0.6390633023662677,0.9812615603403845,0.988270621555136,0.9576377795155442,0.6409993159666907,0.21235080559383895,0.9780052155137138,-966.71875,58730.476563,0.5918899475764873,0
2021-11-21,0.8835766176591969,0.8745286843741311,0.8971990071979342,0.8989463005826028,0.8989463005826028,0.18293188728276022,0.3577376366480343,0.44509178822670636,0.6007006178147036,0.9832688960059535,0.985830601601893,0.9502764619421038,0.40362085030975686,0.12076227381651541,0.9534107190024157,-2441.1875,56289.289063,0.6166566889169808,0
2021-11-22,0.8629959787608693,0.859775772041464,0.8359029664447623,0.8478439872617554,0.8478439872617554,0.2613462177726692,0.2856639382000444,0.38710114284270375,0.5569551078016439,0.9879899315513501,0.9783867941172923,0.9294390796483307,0.273306508282023,0.3214164827500651,0.920425188608775,1279.7851560000054,57569.074219,0.6839232199697064,1
2021-11-23,0.814697992593962,0.8319747561093178,0.8349211309712826,0.8746342203041915,0.8746342203041915,0.2828986922828895,0.3383442298174761,0.36345164570600985,0.5166345177099986,0.9884097636002775,0.972591328618557,0.9169756244278262,0.6118026864286007,0.1989133672350942,0.9557170263155522,-1288.6484380000038,56280.425781,0.7170541749085457,0
2021-11-24,0.8400563064351875,0.8305265978300787,0.8418338979096304,0.8476584487835293,0.8476584487835293,0.27541824675029114,0.3006704729375234,0.3278796402856004,0.4763697639909069,0.991853233001299,0.9670417697623006,0.9015287778276311,0.37738431890205704,0.16209128191189084,0.9212256631078479,994.2539069999984,57274.679688,0.7667529383970989,1
2021-11-25,0.8320056080227128,0.8618068009426116,0.8664946526642515,0.8684715467843958,0.8684715467843958,0.2547291406971541,0.34228546828199763,0.3181230501832009,0.4419614719361179,0.9929564266413402,0.9629094927791992,0.891713827723791,0.5055989772821023,0.19695618905440362,0.9535031071402863,-3704.9140629999965,53569.765625,0.7951262968781846,0
2021-11-26,0.8680913276763541,0.858119138946521,0.7918964194574082,0.7909151611015102,0.7909151611015102,0.32094985477830407,0.24177046280845743,0.25717123696676375,0.40071283186366213,1.0,0.9543705378974441,0.8659308517357409,0.0,0.5062238159484026,0.91413945511377,1245.3125,54815.078125,0.8819097671243872,1
2021-11-27,0.7630659612900729,0.7810786335227482,0.7939525550015493,0.8169837648271017,0.8169837648271017,0.22197253163451758,0.29277069496386093,0.23215766599094506,0.3620826454658478,0.9987537279528094,0.9452369086829668,0.8484917454246295,0.594715418633594,0.14586942282532953,0.9429116493430413,2433.378905999998,57248.457031,0.9228490460139572,1
2021-11-28,0.7847108275647173,0.8223468108631735,0.7920417558733298,0.8679226178577488,0.8679226178577488,0.20047030078120998,0.3833840313888511,0.25367100012224386,0.33602176668973627,0.9787588949706745,0.9341648726836742,0.8486967332073088,0.719445686271991,0.34243798662735875,0.9693829127793209,558.109375,57806.566406,0.8632443870004685,1
2021-11-29,0.8345486489121426,0.8519106493145887,0.8591085647645206,0.8796057352539146,0.8796057352539146,0.23789688545204207,0.4028947823497501,0.2828459491274032,0.32174118390477846,0.9581389933772673,0.9243301704064206,0.8521809849485629,0.542867556853147,0.1841081119608091,0.9998591551283992,-801.140625,57005.425781,0.7934020868640013,0
2021-11-30,0.8453692757401067,0.8567183755109302,0.8437746767469637,0.8628351515798587,0.8628351515798587,0.2760607506951006,0.3774572194800703,0.29700019346654283,0.3135032452231596,0.9436225991598668,0.9157567818039993,0.8512239963929049,0.41974033154781676,0.2730632135579241,0.9652990382587462,224.4023440000019,57229.828125,0.7529581279688711,1
2021-12-01,0.8268295251570875,0.855284818282533,0.8541148250550094,0.8675326518304622,0.8675326518304622,0.27737694801528545,0.3861796629976079,0.3148359040707887,0.3109282257775441,0.9270319422841846,0.9074727621999206,0.853260434594781,0.5251435968641592,0.2213258351269981,1.0,-752.0117190000019,56477.816406,0.6987258676878351,0
2021-12-02,0.8330501231363988,0.8214551320206738,0.840392998155986,0.851790502370297,0.851790502370297,0.23797719713753013,0.36052282090027304,0.32048942695719745,0.3101409808458763,0.9117200766901086,0.8992338187046143,0.8539133096921285,0.42756665421844076,0.12701662616599302,0.9695151635831044,-2879.570311999996,53598.246094,0.651812288465265,0
2021-12-03,0.8188116543725238,0.8241122881280449,0.7695147743491041,0.791511353671873,0.791511353671873,0.303163553425472,0.27296828449744487,0.2841477300821071,0.30132962356821025,0.8951932257253843,0.8875684873977738,0.8488872376570482,0.22795161422362148,0.4489606852966699,0.9320548046965121,-4397.542969000002,49200.703125,0.6158395208594017,0
2021-12-04,0.7628940482235761,0.7526033147461335,0.5688442879297214,0.6994559017069062,0.6994559017069062,0.49317145075654967,0.17200779014099377,0.19221090507119798,0.27358291388134853,0.881425618629736,0.8701142545851053,0.8287097564356074,0.07936783250113733,1.0,0.8742619033466144,168.1445309999981,49368.847656,0.6267878463986536,1
