time,sentiment,sample_size
2016-05-27,0.24827160645029667,4899
2016-05-28,0.38099360150061884,4798
2016-05-29,0.3284799157007376,4745
2016-05-30,0.2800896477071434,5081
2016-05-31,0.3099834273772165,4785
2016-06-01,0.30061911604615205,4593
2016-06-02,0.2450102024453806,4989
2016-06-03,0.3025819760619547,4261
2016-06-04,0.27140120928418454,5127
2016-06-05,0.35819220485396086,4862
2016-06-06,0.2988258504875425,4615
2016-06-07,0.24017513079222366,5352
2016-06-08,0.2887698920177814,4723
2016-06-09,0.30201992948983597,4822
2016-06-10,0.3222471579857348,4627
2016-06-11,0.4076634307050225,4553
2016-06-12,0.341134429028811,4685
2016-06-13,0.3366560148821822,4838
2016-06-14,0.3468956086122337,4691
2016-06-15,0.2871656536312804,4475
2016-06-16,0.3365956876206801,4661
2016-06-17,0.27592476990795867,4998
2016-06-18,0.2947043637767876,5179
2016-06-19,0.3439561633281947,5192
2016-06-20,0.3325847367342702,4881
2016-06-21,0.23146834750911277,4938
2016-06-22,0.2579677067082685,5128
2016-06-23,0.2787046361880205,4659
2016-06-24,0.34679653206650646,4210
2016-06-25,0.37565044539115683,5164
2016-06-26,0.3088728749999964,4800
2016-06-27,0.2967777047913456,5176
2016-06-28,0.28987434554973207,4393
2016-06-29,0.21678311970025452,5071
2016-06-30,0.2174852923202279,4909
2016-07-01,0.18370020475020263,4884
2016-07-02,0.27316696747114266,4765
2016-07-03,0.3130358439024379,5125
2016-07-04,0.34076120481927374,4565
2016-07-05,0.08666129217791463,5216
2016-07-06,0.19613104959171396,5021
2016-07-07,0.33019397209302953,5375
2016-07-08,0.13072807817589727,4605
2016-07-09,0.23938360098242908,5293
2016-07-10,0.1484148699664373,4768
2016-07-11,0.22462149768615772,4754
2016-07-12,0.2040144638949629,4570
2016-07-13,0.2141397016254695,4491
2016-07-14,0.260020643623358,4195
2016-07-15,0.20490995113283028,4502
2016-07-16,0.16607955493741386,4314
2016-07-17,0.15321263460158177,4179
2016-07-18,0.20689755082047337,4083
2016-07-19,0.32649065991988774,4743
2016-07-20,0.18357908833376166,6115
2016-07-21,0.0882329504360773,4701
2016-07-22,0.09082587096774271,4650
2016-07-23,0.18911767171129232,4295
2016-07-24,0.13142914859621033,4381
2016-07-25,0.06063672473867565,4305
2016-07-26,0.12135496540950716,4481
2016-07-27,0.20937607718741608,5598
2016-07-28,0.14419277794426236,5005
2016-07-29,0.17608367202268196,4232
2016-07-30,0.2484057277460941,4033
2016-07-31,0.18399458969712582,5442
2016-08-01,0.2412003145360596,4451
2016-08-02,0.10470374837632286,5389
2016-08-03,0.003304272972412454,4821
2016-08-04,0.13751178188899657,4108
2016-08-05,0.008701318027211457,4704
2016-08-06,0.16387239610056512,5676
2016-08-07,0.07583801348865746,4893
2016-08-08,0.07778980357536949,4531
2016-08-09,0.14059518151815262,4545
2016-08-10,0.15275423548215314,5657
2016-08-11,0.20738133926480956,4271
2016-08-12,0.22711955856643787,4576
2016-08-13,0.25547670857142757,4375
2016-08-14,0.2797141206030126,5846
2016-08-15,0.21700561956741438,4947
2016-08-16,0.16475889865996549,4776
2016-08-17,0.18359451549434558,4066
2016-08-18,0.13998028628829692,6209
2016-08-19,0.1481365494296579,4208
2016-08-20,0.22253979925303163,4284
2016-08-21,0.24657150011381532,4393
2016-08-22,0.1962635220125788,4611
2016-08-23,0.21294155087404695,4462
2016-08-24,0.27988746282314825,4371
2016-08-25,0.20007696522153162,4198
2016-08-26,0.14116481481481014,5022
2016-08-27,0.23851097230897633,4803
2016-08-28,0.23438611303344756,4335
2016-08-29,0.16967788268380699,4978
2016-08-30,0.20455760226395509,5844
2016-08-31,0.27151969540526444,5827
2016-09-01,0.3388485923823019,4227
2016-09-02,0.2287901587964893,4786
2016-09-03,0.26827307415406726,4167
2016-09-04,0.30963076521285005,5073
2016-09-05,0.226076895984971,4259
2016-09-06,0.2624447919061857,4349
2016-09-07,0.3069095108695654,4048
2016-09-08,0.25273369033760423,4295
2016-09-09,0.2692117964352718,4264
2016-09-10,0.28042864812103424,4098
2016-09-11,0.22487355316285118,4458
2016-09-12,0.23980054336889195,4969
2016-09-13,0.29028274376417507,4410
2016-09-14,0.1753875901517012,4021
2016-09-15,0.2822328132863611,6068
2016-09-16,0.2672311447400507,4097
2016-09-17,0.26892283263791983,4314
2016-09-18,0.3515082819174131,4214
2016-09-19,0.25279100328531734,5870
2016-09-20,0.29015824286795683,5633
2016-09-21,0.2575968337730834,4548
2016-09-22,0.18654608532583422,4266
2016-09-23,0.19706788902292016,4145
2016-09-24,0.24404409860557805,4016
2016-09-25,0.25460723163841464,4425
2016-09-26,0.27840527142215854,4458
2016-09-27,0.25901758921045154,5207
2016-09-28,0.23614213353799088,5802
2016-09-29,0.22154460648730515,6002
2016-09-30,0.1763124211547826,4122
2016-10-01,0.22290793727382557,4145
2016-10-02,0.25397236055776745,4016
2016-10-03,0.24894870160528734,4236
2016-10-04,0.13587778551532018,4308
2016-10-05,0.2235647845865663,5547
2016-10-06,0.21907250589159652,5463
2016-10-07,0.3173949987977878,4159
2016-10-08,0.4301817229092395,4771
2016-10-09,0.24025074980268077,5952
2016-10-10,0.32082203931203895,4070
2016-10-11,0.25198987341771895,5786
2016-10-12,0.17415020852641427,4316
2016-10-13,0.2884104075523812,4343
2016-10-14,0.3039752453914286,4177
2016-10-15,0.3209531548311936,4295
2016-10-16,0.2678803625377642,5618
2016-10-17,0.29023776015857183,4036
2016-10-18,0.2569891902142991,5273
2016-10-19,0.19765111612741756,5438
2016-10-20,0.32924796783308363,4601
2016-10-21,0.2542977372075108,5662
2016-10-22,0.2913816814396996,4904
2016-10-23,0.3105411566390053,5140
2016-10-24,0.2540493759750377,5525
2016-10-25,0.32970459770114685,4002
2016-10-26,0.238406361262756,4213
2016-10-27,0.23730442002441832,4095
2016-10-28,0.27467792047419237,4049
2016-10-29,0.17121941054570278,4343
2016-10-30,0.19865881057268878,4086
2016-10-31,0.26360431034483073,4524
2016-11-01,0.3423355846542645,4353
2016-11-02,0.31644575796178437,5799
2016-11-03,0.1553462585034025,4410
2016-11-04,0.25457588668302644,4483
2016-11-05,0.30265002544529557,4526
2016-11-06,0.3621838224228759,5161
2016-11-07,0.33661168471417796,5839
2016-11-08,0.2689029879060933,4217
2016-11-09,0.2025412417763143,4864
2016-11-10,0.326100091806289,4357
2016-11-11,0.29357862575400046,5652
2016-11-12,0.24651069356872757,4691
2016-11-13,0.3262045871559641,4142
2016-11-14,0.28505038343558237,5902
2016-11-15,0.2723411734823453,5877
2016-11-16,0.2807211923726778,4143
2016-11-17,0.3094616493802169,5919
2016-11-18,0.29643611111110774,4104
2016-11-19,0.32588967538322816,4436
2016-11-20,0.30766545701973047,4409
2016-11-21,0.2670456850316904,4102
2016-11-22,0.23285568157033765,4585
2016-11-23,0.23327342293518255,4613
2016-11-24,0.2764132759401905,4414
2016-11-25,0.2628120852017921,4460
2016-11-26,0.27221036925719005,4658
2016-11-27,0.2886441617446596,4402
2016-11-28,0.2770546398891962,6317
2016-11-29,0.2848935241990453,4401
2016-11-30,0.29452092828768595,4783
2016-12-01,0.2683757799066589,4071
2016-12-02,0.2788755910987481,4314
2016-12-03,0.2157492900120344,4155
2016-12-04,0.26347326757713707,5473
2016-12-05,0.24575417439703176,4312
2016-12-06,0.24575417439703176,4312
2016-12-07,0.24136034786437413,4542
2016-12-08,0.21247764565992713,4205
2016-12-09,0.2375560606060597,4290
2016-12-10,0.25993367932861994,4528
2016-12-11,0.2548740791896834,4344
2016-12-12,0.25557789041757023,4143
2016-12-13,0.32379840332458093,4572
2016-12-14,0.19567313302852168,4593
2016-12-15,0.19909723856948633,4418
2016-12-16,0.19327313835770207,4445
2016-12-17,0.2275617837568512,4014
2016-12-18,0.19979490812486123,4517
2016-12-19,0.201395600251414,4773
2016-12-20,0.23378224068253248,4454
2016-12-21,0.19869815081652073,4164
2016-12-22,0.24525213071318144,4529
2016-12-23,0.2417966643502441,4317
2016-12-24,0.3803939820986488,5251
2016-12-25,0.2789772424868068,4359
2016-12-26,0.28565759520752965,4674
2016-12-27,0.28774697593756476,4613
2016-12-28,0.2748666428911065,4206
2016-12-29,0.2645449744841351,4507
2016-12-30,0.295246567967694,4458
2016-12-31,0.33399617573412416,4393
2017-01-01,0.3135634356370039,4529
2017-01-02,0.2987537886100358,4144
2017-01-03,0.32591950648798657,4701
2017-01-04,0.20960716715808542,4409
2017-01-05,0.21203010118043678,5235
2017-01-06,0.17373020337515918,4622
2017-01-07,0.22779589779652834,4266
2017-01-08,0.2383007834757835,4212
2017-01-09,0.09011858590035095,4837
2017-01-10,0.2235330971883992,4517
2017-01-11,0.16593483258370817,4002
2017-01-12,0.16148283294842108,5999
2017-01-13,0.16482245206861554,6128
2017-01-14,0.2451859378443901,4537
2017-01-15,0.23351012026321846,4407
2017-01-16,0.24608905295315753,6071
2017-01-17,0.22427448979591652,5538
2017-01-18,0.15860670430487078,4251
2017-01-19,0.22284524466750288,5884
2017-01-20,0.28348057024603185,4349
2017-01-21,0.33928766271614225,5147
2017-01-22,0.303825808080806,6172
2017-01-23,0.23127897016361604,4156
2017-01-24,0.2543474061264815,4048
2017-01-25,0.20394077134986183,4356
2017-01-26,0.14928095544130304,4668
2017-01-27,0.17588908722109484,4930
2017-01-28,0.28239457845712784,4187
2017-01-29,0.2898718477762481,4362
2017-01-30,0.24261643167028363,5662
2017-01-31,0.20980101377697005,5791
2017-02-01,0.2052760724753544,5654
2017-02-02,0.20125292797846123,4457
2017-02-03,0.1818778508771928,4104
2017-02-04,0.21303184961106236,4628
2017-02-05,0.26559748993606336,4223
2017-02-06,0.23429630955043565,4471
2017-02-07,0.28980180894309004,4920
2017-02-08,0.23965926024481213,5620
2017-02-09,0.0693250443000599,5079
2017-02-10,0.20004860108303374,4432
2017-02-11,0.2745287361732178,4249
2017-02-12,0.28250824842309796,4122
2017-02-13,0.22898124536694017,4047
2017-02-14,0.20266932673693192,4649
2017-02-15,0.22788961820083667,5723
2017-02-16,0.2691249710982647,4325
2017-02-17,0.2805265786749463,5879
2017-02-18,0.26824463487332345,4026
2017-02-19,0.2823599307444961,4043
2017-02-20,0.3014773823415061,5142
2017-02-21,0.216464418552543,4463
2017-02-22,0.16255256257449163,4195
2017-02-23,0.254150936227955,5419
2017-02-24,0.15838904633378253,4446
2017-02-25,0.18582940087902028,4323
2017-02-26,0.20513927954601716,4053
2017-02-27,0.17152252293577877,4360
2017-02-28,0.24777126463162777,4357
2017-03-01,0.25057356076759085,4221
2017-03-02,0.2083711832460747,4775
2017-03-03,0.2594835099032706,4342
2017-03-04,0.22206156987296022,4408
2017-03-05,0.24973348027842238,4310
2017-03-06,0.22976379516630682,4179
2017-03-07,0.24673750000000233,4400
2017-03-08,0.19717652432547425,4707
2017-03-09,0.2299515254237281,4425
2017-03-10,-0.017034183944710228,5643
2017-03-11,0.12655833170158642,5107
2017-03-12,0.19310182838146517,4813
2017-03-13,0.11487312312312283,4662
2017-03-14,0.14653287822065683,4541
2017-03-15,0.09542410582010528,4725
2017-03-16,0.1891708368734066,4708
2017-03-17,0.1309175899359957,4531
2017-03-18,0.11215636787454947,4719
2017-03-19,0.1461997952497951,4884
2017-03-20,0.15051850683490942,4755
2017-03-21,0.14428088268407954,4441
2017-03-22,0.14963984264676028,4957
2017-03-23,0.1611891596118128,4843
2017-03-24,0.10773247763516229,5142
2017-03-25,0.200398938287988,4521
2017-03-26,0.18206866330390906,4758
2017-03-27,0.1796816972767572,4737
2017-03-28,0.07164977899389517,4751
2017-03-29,0.07712782839787442,5268
2017-03-30,0.19803361992945182,4536
2017-03-31,0.18936435643564484,4444
2017-04-01,0.2693691243243241,4625
2017-04-02,0.22463498064222479,4391
2017-04-03,0.2146683730569963,4825
2017-04-04,0.2167008464613226,4253
2017-04-05,0.20213483586477127,4082
2017-04-06,0.1860839096045204,4425
2017-04-07,0.20464293844856887,4744
2017-04-08,0.20641858678955585,4557
2017-04-09,0.22507920227920053,4212
2017-04-10,0.22442172387872703,6072
2017-04-11,0.23933537536199434,4489
2017-04-12,0.24735092504743947,4216
2017-04-13,0.20383444314185442,4265
2017-04-14,0.18792272213429928,4423
2017-04-15,0.26086225118483425,4220
2017-04-16,0.2685128722867237,5763
2017-04-17,0.25153170198820607,4577
2017-04-18,0.20897617788461448,4160
2017-04-19,0.22629861740707022,4412
2017-04-20,0.23124288135593185,4130
2017-04-21,0.25479376280446436,4393
2017-04-22,0.21812352168199653,4566
2017-04-23,0.266481449080302,4458
2017-04-24,0.1984919091847267,4845
2017-04-25,0.10795916356470354,4567
2017-04-26,0.21196445977011608,4350
2017-04-27,0.2232542563143102,4276
2017-04-28,0.17616602104256388,4182
2017-04-29,0.2693604423221924,5966
2017-04-30,0.2097413245306405,4847
2017-05-01,0.22698761229314648,4230
2017-05-02,0.19264446261682158,4280
2017-05-03,0.21988259286234443,4119
2017-05-04,0.22530114219114147,4290
2017-05-05,0.25290283444277595,4657
2017-05-06,0.16577920296167079,4592
2017-05-07,0.21065795136646964,4647
2017-05-08,0.208643280815569,4316
2017-05-09,0.251763902694218,5840
2017-05-10,0.20681695073546638,4283
2017-05-11,0.23585690607735074,4344
2017-05-12,0.10790678004535192,4410
2017-05-13,0.13668766190998963,4555
2017-05-14,0.1780203412662777,4454
2017-05-15,0.12775382052421178,4502
2017-05-16,0.12999644097222338,4608
2017-05-17,0.18469436561793118,4863
2017-05-18,0.2363510173484683,4669
2017-05-19,0.1835922067097307,4799
2017-05-20,0.2514820689655182,4205
2017-05-21,0.222657086522849,4311
2017-05-22,0.25432795773030403,4353
2017-05-23,0.2485694234506602,4631
2017-05-24,0.25324380828453763,4611
2017-05-25,0.1745254422362959,4579
2017-05-26,0.20837937999060768,4258
2017-05-27,0.20089223602484663,4508
2017-05-28,0.2196953819700323,4071
2017-05-29,0.19421042633090668,4527
2017-05-30,0.19699344997756846,4458
2017-05-31,0.1965006953790924,4458
2017-06-01,0.24816174999999957,4400
2017-06-02,0.28296387128229894,4102
2017-06-03,0.26905903103371226,4479
2017-06-04,0.26475825176417095,4393
2017-06-05,0.2740933800271128,4426
2017-06-06,0.23222665808113313,4659
2017-06-07,0.23073681318681324,4368
2017-06-08,0.2450909480812643,4430
2017-06-09,0.24598515909643107,4117
2017-06-10,0.23997936135243098,4259
2017-06-11,0.24061267474370798,4292
2017-06-12,0.17193355306526154,4551
2017-06-13,0.2197745227272728,4400
2017-06-14,0.13585343527891372,4643
2017-06-15,0.16832363074204923,4528
2017-06-16,0.2474871015567072,4047
2017-06-17,0.26100542548401484,4442
2017-06-18,0.24334596792410138,4427
2017-06-19,0.21847245042492766,4236
2017-06-20,0.2111002661343999,4509
2017-06-21,0.21229879465264237,4563
2017-06-22,0.2721461200923784,4330
2017-06-23,0.24827057208238093,4370
2017-06-24,0.27379851977675596,4121
2017-06-25,0.23300827239488123,4376
2017-06-26,0.16743774520370813,4639
2017-06-27,0.13407678532430625,4579
2017-06-28,0.20711060606060655,4488
2017-06-29,0.19953364184244535,4646
2017-06-30,0.15017827489782853,4649
2017-07-01,0.19866005721830912,4544
2017-07-02,0.19516655003499014,4287
2017-07-03,0.2027034523250363,4258
2017-07-04,0.24330772813889529,4723
2017-07-05,0.10229331262939999,4830
2017-07-06,0.19578638487680702,4708
2017-07-07,0.24063736335811084,4574
2017-07-08,0.2582025800506789,4341
2017-07-09,0.2776638620109389,4754
2017-07-10,0.20464349584841712,4697
2017-07-11,0.1759741594827598,4640
2017-07-12,0.24841227883180916,4691
2017-07-13,0.23066498510004163,4698
2017-07-14,0.1268300021083709,4743
2017-07-15,0.15656311909698245,4341
2017-07-16,0.1535863096478438,4799
2017-07-17,0.13515932504440473,4504
2017-07-18,0.19389564753573663,4687
2017-07-19,0.18072563613231596,4716
2017-07-20,0.22288108397600878,4668
2017-07-21,0.2296888175113018,4203
2017-07-22,0.1826639233370897,4435
2017-07-23,0.22032683972912195,4430
2017-07-24,0.21445863292336856,4228
2017-07-25,0.19361278077268537,4452
2017-07-26,0.04017714793600676,5063
2017-07-27,0.1588362519544341,4477
2017-07-28,0.16830523457862737,4604
2017-07-29,0.15836668325453954,4019
2017-07-30,0.16616664160400943,6230
2017-07-31,0.09699607134249176,4149
2017-08-01,0.11246644596831233,4229
2017-08-02,0.13220343452249148,4513
2017-08-03,0.1331208139534881,4300
2017-08-04,0.13587610203070855,4038
2017-08-05,0.1926819790628119,4012
2017-08-06,0.16333628177966,5785
2017-08-07,0.22031162094763213,4010
2017-08-08,0.17819184745375596,4379
2017-08-09,0.2089081048289233,4121
2017-08-10,0.21387116930256825,6034
2017-08-11,0.2330556383252008,5842
2017-08-12,0.21923964511424415,4114
2017-08-13,0.21594478989555407,4117
2017-08-14,0.2118883809099046,4484
2017-08-15,0.24302274319590272,5485
2017-08-16,0.20372148302148274,4329
2017-08-17,0.19222469135802284,4131
2017-08-18,0.20017836202885006,4298
2017-08-19,0.25898564266180424,4388
2017-08-20,0.226059302609118,4101
2017-08-21,0.23284673295454583,4224
2017-08-22,0.16046626281453916,4292
2017-08-23,0.19574835096453044,4821
2017-08-24,0.22701388012618184,4438
2017-08-25,0.21250758122743854,4709
2017-08-26,0.2263418511957458,4516
2017-08-27,0.21995301177013635,4333
2017-08-28,0.22138821042743106,4258
2017-08-29,0.20665831971995294,4285
2017-08-30,0.2287164438189075,4263
2017-08-31,0.17977928449014619,4668
2017-09-01,0.2378899420160551,4484
2017-09-02,0.2613319636884848,4186
2017-09-03,0.22258408631153132,4449
2017-09-04,0.11290411778237883,4347
2017-09-05,0.19474968332160497,4263
2017-09-06,0.17641460396039643,4444
2017-09-07,0.23436470009832905,4068
2017-09-08,0.12725416579223336,4765
2017-09-09,0.19822847941108826,4347
2017-09-10,0.20509063373718572,4292
2017-09-11,0.15718111967361656,4412
2017-09-12,-0.08035682819383216,5448
2017-09-13,0.04820264264264239,4995
2017-09-14,0.06465122756344192,4847
2017-09-15,0.14954028985507317,4485
2017-09-16,0.14558649003722385,4567
2017-09-17,0.1607217761557171,4932
2017-09-18,0.13702217984745205,4982
2017-09-19,0.12522113299402535,4519
2017-09-20,0.2007176131322108,4508
2017-09-21,0.14495104881000426,4958
2017-09-22,0.13841307232913025,4521
2017-09-23,0.1833731896934702,4502
2017-09-24,0.20131970705725527,4506
2017-09-25,0.2250394224458548,4571
2017-09-26,0.18159273323956762,4266
2017-09-27,0.19871009824080302,4377
2017-09-28,0.124626095487248,4587
2017-09-29,0.19145490283671981,4477
2017-09-30,0.22442495906432763,4275
2017-10-01,0.2317348247232475,4336
2017-10-02,0.18690172498767962,4058
2017-10-03,0.2071167940876647,5788
2017-10-04,0.1819251709986321,4386
2017-10-05,0.21243207622868418,4985
2017-10-06,0.14636010424070137,4221
2017-10-07,0.2251075355450231,4220
2017-10-08,0.1903700487578356,4307
2017-10-09,0.13633657570422525,4544
2017-10-10,0.07596780269058286,4460
2017-10-11,0.20735985564957732,4018
2017-10-12,0.20089376896149383,4285
2017-10-13,0.14476283428090225,4749
2017-10-14,0.21760234796900627,4259
2017-10-15,0.2014366605335785,4348
2017-10-16,0.21692995763566567,4957
2017-10-17,0.1805718576709787,4328
2017-10-18,0.1987632048872189,4256
2017-10-19,0.15672718332943278,4271
2017-10-20,0.18366786945529787,4351
2017-10-21,0.19523464310625555,4301
2017-10-22,0.25837242327072996,4366
2017-10-23,0.16091314490802852,4458
2017-10-24,0.1861750216076062,4628
2017-10-25,0.19084269207378787,4933
2017-10-26,0.21476867469879404,4897
2017-10-27,0.20236428132048215,4877
2017-10-28,0.21101735865724303,4528
2017-10-29,0.14732958086460404,4557
2017-10-30,0.18240606330806922,4486
2017-10-31,0.20631318407960214,4422
2017-11-01,0.2147916509335011,4767
2017-11-02,0.1904676451818758,4701
2017-11-03,0.18782012692656497,4412
2017-11-04,0.20173294296248107,4611
2017-11-05,0.18187300286767688,4882
2017-11-06,0.18775837716002938,6171
2017-11-07,0.1901932081240447,4579
2017-11-08,0.07924730250481599,5190
2017-11-09,0.15689920601755072,4786
2017-11-10,0.13971510926118733,4805
2017-11-11,0.1592071487946793,4812
2017-11-12,0.15002320750948847,5007
2017-11-13,0.1893030849446026,4603
2017-11-14,0.17975506590596152,5083
2017-11-15,0.21071466198419667,4556
2017-11-16,0.2317929046563205,4510
2017-11-17,0.22802962893553153,5336
2017-11-18,0.26661720453088344,4679
2017-11-19,0.24288527432184484,4903
2017-11-20,0.20051007273528795,4537
2017-11-21,0.1596215570085808,4894
2017-11-22,0.23240918139346,4923
2017-11-23,0.24462320190641362,4616
2017-11-24,0.22042653715201185,4993
2017-11-25,0.2525725202213694,4698
2017-11-26,0.26252608328049126,4731
2017-11-27,0.19798199105145123,5364
2017-11-28,0.20769783363989336,4893
2017-11-29,0.13983135888501735,4879
2017-11-30,0.18198906471900944,4929
2017-12-01,0.26216134344528996,4615
2017-12-02,0.2609687565747952,4753
2017-12-03,0.1991514405647791,5241
2017-12-04,0.22447292661745505,4606
2017-12-05,0.22620594646271489,5230
2017-12-06,0.14389755744526822,5527
2017-12-07,0.16023485501567408,5104
2017-12-08,0.16567184761904782,5250
2017-12-09,0.21008681214421399,5270
2017-12-10,0.22025705933304404,4618
2017-12-11,0.1740390472312709,4912
2017-12-12,0.1420204652922252,5287
2017-12-13,0.23519023191823982,5088
2017-12-14,0.20670592829961854,4993
2017-12-15,0.19649139567764198,4951
2017-12-16,0.18786833164812902,4945
2017-12-17,0.19020869842620122,4702
2017-12-18,0.21073121660501362,4866
2017-12-19,0.15685406786590286,4892
2017-12-20,0.11820724497681624,5176
2017-12-21,0.18968901985111497,4836
2017-12-22,0.12924438725004922,5051
2017-12-23,0.15975025662081693,4871
2017-12-24,0.23396577751432324,5061
2017-12-25,0.22336022044088133,4990
2017-12-26,0.12998816410256553,4875
2017-12-27,0.2102579078974779,4799
2017-12-28,0.1598859409519989,4979
2017-12-29,0.27275178162117203,4799
2017-12-30,0.2483321091711833,4983
2017-12-31,0.25663609625668365,5236
2018-01-01,0.25009948010397887,5001
2018-01-02,0.22849149065800164,4924
2018-01-03,0.2174731549417349,4634
2018-01-04,0.18625357010040883,5378
2018-01-05,0.22369517098445618,4825
