,Date,Close,price_change,next_day_close_increased,sentiment_polarity,sentiment_subjectivity
31,2021-11-12,64155.941406,-313.5859380000038,0,0.0,0.0
32,2021-11-12,64155.941406,-313.5859380000038,0,0.0,0.0
33,2021-11-12,64155.941406,-313.5859380000038,0,0.21,0.43
34,2021-11-12,64155.941406,-313.5859380000038,0,0.0,0.53
35,2021-11-12,64155.941406,-313.5859380000038,0,0.23,0.6
36,2021-11-12,64155.941406,-313.5859380000038,0,0.1,0.4
37,2021-11-12,64155.941406,-313.5859380000038,0,0.13,0.23
38,2021-11-13,64469.527344,-997.3125,0,0.0,0.0
39,2021-11-14,65466.839844,1908.96875,1,0.29,0.79
40,2021-11-15,63557.871094,3396.625,1,0.0,0.0
41,2021-11-15,63557.871094,3396.625,1,0.0,0.0
42,2021-11-15,63557.871094,3396.625,1,0.16,0.43
43,2021-11-15,63557.871094,3396.625,1,0.09,0.56
44,2021-11-15,63557.871094,3396.625,1,0.05,0.25
45,2021-11-15,63557.871094,3396.625,1,0.16,0.54
46,2021-11-15,63557.871094,3396.625,1,-0.16,0.39
47,2021-11-15,63557.871094,3396.625,1,0.32,0.68
48,2021-11-15,63557.871094,3396.625,1,0.0,0.0
49,2021-11-15,63557.871094,3396.625,1,0.0,0.0
50,2021-11-16,60161.246094,-206.765625,0,0.05,0.38
51,2021-11-16,60161.246094,-206.765625,0,0.1,0.15
52,2021-11-16,60161.246094,-206.765625,0,0.0,0.0
53,2021-11-16,60161.246094,-206.765625,0,0.0,0.0
54,2021-11-16,60161.246094,-206.765625,0,0.0,0.05
55,2021-11-16,60161.246094,-206.765625,0,-0.16,0.29
56,2021-11-16,60161.246094,-206.765625,0,0.3,0.49
57,2021-11-17,60368.011719,3425.875,1,0.22,0.48
58,2021-11-17,60368.011719,3425.875,1,0.17,0.78
59,2021-11-17,60368.011719,3425.875,1,0.0,0.0
60,2021-11-17,60368.011719,3425.875,1,0.5,0.5
61,2021-11-17,60368.011719,3425.875,1,0.0,0.0
62,2021-11-17,60368.011719,3425.875,1,0.0,0.1
63,2021-11-17,60368.011719,3425.875,1,0.0,0.0
64,2021-11-17,60368.011719,3425.875,1,0.38,0.43
65,2021-11-17,60368.011719,3425.875,1,0.1,0.4
66,2021-11-17,60368.011719,3425.875,1,0.03,0.25
67,2021-11-17,60368.011719,3425.875,1,0.0,1.0
68,2021-11-18,56942.136719,-1177.441405999998,0,0.25,0.31
69,2021-11-18,56942.136719,-1177.441405999998,0,0.0,0.0
70,2021-11-18,56942.136719,-1177.441405999998,0,0.1,0.33
71,2021-11-18,56942.136719,-1177.441405999998,0,0.0,0.62
72,2021-11-18,56942.136719,-1177.441405999998,0,0.07,0.07
73,2021-11-18,56942.136719,-1177.441405999998,0,0.5,0.5
74,2021-11-18,56942.136719,-1177.441405999998,0,-0.1,0.23
75,2021-11-18,56942.136719,-1177.441405999998,0,0.0,0.12
76,2021-11-18,56942.136719,-1177.441405999998,0,0.5,0.5
77,2021-11-18,56942.136719,-1177.441405999998,0,-0.25,0.25
78,2021-11-18,56942.136719,-1177.441405999998,0,0.1,0.4
79,2021-11-19,58119.578125,-1577.6171879999965,0,-0.05,0.4
80,2021-11-19,58119.578125,-1577.6171879999965,0,0.0,0.0
81,2021-11-19,58119.578125,-1577.6171879999965,0,0.5,0.5
82,2021-11-19,58119.578125,-1577.6171879999965,0,-0.01,0.67
83,2021-11-19,58119.578125,-1577.6171879999965,0,0.32,0.38
84,2021-11-19,58119.578125,-1577.6171879999965,0,0.0,0.07
85,2021-11-19,58119.578125,-1577.6171879999965,0,0.08,0.41
86,2021-11-19,58119.578125,-1577.6171879999965,0,0.32,0.78
87,2021-11-19,58119.578125,-1577.6171879999965,0,0.0,0.1
88,2021-11-19,58119.578125,-1577.6171879999965,0,0.4,0.75
89,2021-11-20,59697.195313,966.71875,1,0.09,0.2
90,2021-11-22,56289.289063,-1279.7851560000054,0,0.0,0.03
91,2021-11-22,56289.289063,-1279.7851560000054,0,0.0,0.0
92,2021-11-22,56289.289063,-1279.7851560000054,0,0.05,0.44
93,2021-11-22,56289.289063,-1279.7851560000054,0,0.45,0.85
94,2021-11-22,56289.289063,-1279.7851560000054,0,0.01,0.24
95,2021-11-22,56289.289063,-1279.7851560000054,0,0.16,0.54
96,2021-11-22,56289.289063,-1279.7851560000054,0,0.0,0.1
97,2021-11-22,56289.289063,-1279.7851560000054,0,0.0,0.0
98,2021-11-22,56289.289063,-1279.7851560000054,0,-0.01,0.23
99,2021-11-23,57569.074219,1288.6484380000038,1,0.0,0.0
100,2021-11-23,57569.074219,1288.6484380000038,1,0.0,0.0
101,2021-11-23,57569.074219,1288.6484380000038,1,0.03,0.5
102,2021-11-23,57569.074219,1288.6484380000038,1,0.0,0.42
103,2021-11-23,57569.074219,1288.6484380000038,1,0.0,0.0
104,2021-11-23,57569.074219,1288.6484380000038,1,0.08,0.3
105,2021-11-23,57569.074219,1288.6484380000038,1,0.2,0.2
106,2021-11-23,57569.074219,1288.6484380000038,1,0.4,0.49
107,2021-11-23,57569.074219,1288.6484380000038,1,-0.03,0.41
108,2021-11-24,56280.425781,-994.2539069999984,0,0.12,0.17
109,2021-11-24,56280.425781,-994.2539069999984,0,0.12,0.38
110,2021-11-24,56280.425781,-994.2539069999984,0,0.38,0.88
111,2021-11-24,56280.425781,-994.2539069999984,0,0.0,0.5
112,2021-11-24,56280.425781,-994.2539069999984,0,0.25,0.33
113,2021-11-24,56280.425781,-994.2539069999984,0,0.1,0.4
114,2021-11-24,56280.425781,-994.2539069999984,0,0.0,0.0
115,2021-11-24,56280.425781,-994.2539069999984,0,0.03,0.34
116,2021-11-24,56280.425781,-994.2539069999984,0,0.69,0.53
117,2021-11-24,56280.425781,-994.2539069999984,0,0.0,0.1
118,2021-11-25,57274.679688,3704.9140629999965,1,0.14,0.45
119,2021-11-25,57274.679688,3704.9140629999965,1,0.4,0.8
120,2021-11-25,57274.679688,3704.9140629999965,1,0.0,0.0
121,2021-11-25,57274.679688,3704.9140629999965,1,0.2,0.3
122,2021-11-25,57274.679688,3704.9140629999965,1,0.0,0.0
123,2021-11-25,57274.679688,3704.9140629999965,1,0.02,0.51
124,2021-11-25,57274.679688,3704.9140629999965,1,0.0,0.0
125,2021-11-25,57274.679688,3704.9140629999965,1,0.5,0.5
126,2021-11-25,57274.679688,3704.9140629999965,1,0.0,0.0
127,2021-11-26,53569.765625,-1245.3125,0,0.05,0.52
128,2021-11-26,53569.765625,-1245.3125,0,0.05,0.23
129,2021-11-26,53569.765625,-1245.3125,0,0.0,0.0
130,2021-11-26,53569.765625,-1245.3125,0,0.16,0.38
131,2021-11-26,53569.765625,-1245.3125,0,-0.31,0.53
132,2021-11-26,53569.765625,-1245.3125,0,0.0,0.0
133,2021-11-26,53569.765625,-1245.3125,0,0.2,0.45
134,2021-11-26,53569.765625,-1245.3125,0,-0.04,0.11
135,2021-11-29,57806.566406,801.140625,1,0.0,0.03
136,2021-11-29,57806.566406,801.140625,1,0.0,0.25
137,2021-11-29,57806.566406,801.140625,1,0.0,0.0
138,2021-11-29,57806.566406,801.140625,1,0.0,0.0
139,2021-11-29,57806.566406,801.140625,1,0.0,0.0
140,2021-11-29,57806.566406,801.140625,1,0.0,0.07
141,2021-11-29,57806.566406,801.140625,1,0.03,0.5
142,2021-11-29,57806.566406,801.140625,1,0.1,0.39
143,2021-11-29,57806.566406,801.140625,1,0.0,0.0
144,2021-11-30,57005.425781,-224.4023440000019,0,0.03,0.07
145,2021-11-30,57005.425781,-224.4023440000019,0,0.0,0.0
146,2021-11-30,57005.425781,-224.4023440000019,0,0.0,0.0
147,2021-11-30,57005.425781,-224.4023440000019,0,0.0,0.0
148,2021-11-30,57005.425781,-224.4023440000019,0,0.16,0.44
149,2021-11-30,57005.425781,-224.4023440000019,0,-0.13,0.26
150,2021-11-30,57005.425781,-224.4023440000019,0,0.0,0.0
151,2021-11-30,57005.425781,-224.4023440000019,0,0.13,0.5
152,2021-11-30,57005.425781,-224.4023440000019,0,0.0,0.0
153,2021-11-30,57005.425781,-224.4023440000019,0,0.0,0.1
154,2021-11-30,57005.425781,-224.4023440000019,0,0.03,0.8
155,2021-12-10,47243.304688,-2119.203125,0,0.0,0.0
156,2021-12-10,47243.304688,-2119.203125,0,0.0,0.0
157,2021-12-10,47243.304688,-2119.203125,0,0.0,0.0
158,2021-12-10,47243.304688,-2119.203125,0,0.6,0.95
159,2021-12-10,47243.304688,-2119.203125,0,0.15,0.35
160,2021-12-10,47243.304688,-2119.203125,0,0.0,0.0
161,2021-12-10,47243.304688,-2119.203125,0,0.05,0.2
162,2021-12-10,47243.304688,-2119.203125,0,0.0,0.0
163,2021-12-10,47243.304688,-2119.203125,0,0.25,0.36
164,2021-12-11,49362.507813,-735.828125,0,0.09,0.32
165,2021-12-13,46737.480469,124.84765600000537,1,0.0,0.03
166,2021-12-13,46737.480469,124.84765600000537,1,0.0,0.0
167,2021-12-13,46737.480469,124.84765600000537,1,0.0,0.0
168,2021-12-13,46737.480469,124.84765600000537,1,0.0,0.0
169,2021-12-13,46737.480469,124.84765600000537,1,-0.17,0.28
170,2021-12-13,46737.480469,124.84765600000537,1,0.11,0.77
171,2021-12-13,46737.480469,124.84765600000537,1,0.0,0.0
172,2021-12-13,46737.480469,124.84765600000537,1,0.3,0.65
173,2021-12-13,46737.480469,124.84765600000537,1,0.23,0.5
174,2021-12-13,46737.480469,124.84765600000537,1,0.25,0.33
175,2021-12-13,46737.480469,124.84765600000537,1,0.3,0.5
176,2021-12-14,46612.632813,-2284.0898430000016,0,-0.03,0.6
177,2021-12-14,46612.632813,-2284.0898430000016,0,0.0,0.0
178,2021-12-14,46612.632813,-2284.0898430000016,0,0.0,0.3
179,2021-12-14,46612.632813,-2284.0898430000016,0,0.0,0.0
180,2021-12-14,46612.632813,-2284.0898430000016,0,0.11,0.5
181,2021-12-14,46612.632813,-2284.0898430000016,0,-0.12,0.75
182,2021-12-14,46612.632813,-2284.0898430000016,0,0.1,0.39
183,2021-12-14,46612.632813,-2284.0898430000016,0,0.0,0.0
184,2021-12-14,46612.632813,-2284.0898430000016,0,-0.08,0.05
185,2021-12-14,46612.632813,-2284.0898430000016,0,0.1,0.24
186,2021-12-14,46612.632813,-2284.0898430000016,0,-0.31,0.59
187,2021-12-15,48896.722656,1231.296875,1,0.0,0.0
188,2021-12-15,48896.722656,1231.296875,1,0.0,0.1
189,2021-12-15,48896.722656,1231.296875,1,0.05,0.19
190,2021-12-15,48896.722656,1231.296875,1,0.0,0.0
191,2021-12-15,48896.722656,1231.296875,1,0.0,0.0
192,2021-12-15,48896.722656,1231.296875,1,0.0,0.0
193,2021-12-16,47665.425781,1463.28125,1,0.0,0.0
194,2021-12-16,47665.425781,1463.28125,1,0.0,0.0
195,2021-12-16,47665.425781,1463.28125,1,0.28,0.54
196,2021-12-16,47665.425781,1463.28125,1,0.25,0.25
197,2021-12-16,47665.425781,1463.28125,1,0.0,0.0
198,2021-12-16,47665.425781,1463.28125,1,0.05,0.22
199,2021-12-16,47665.425781,1463.28125,1,0.02,0.17
200,2021-12-16,47665.425781,1463.28125,1,0.2,0.3
201,2021-12-16,47665.425781,1463.28125,1,0.0,0.07
202,2021-12-17,46202.144531,-646.6328130000038,0,-0.04,0.62
203,2021-12-17,46202.144531,-646.6328130000038,0,0.0,0.0
204,2021-12-17,46202.144531,-646.6328130000038,0,0.0,0.0
205,2021-12-17,46202.144531,-646.6328130000038,0,-0.07,0.2
206,2021-12-17,46202.144531,-646.6328130000038,0,0.23,0.27
207,2021-12-17,46202.144531,-646.6328130000038,0,0.0,0.0
208,2021-12-17,46202.144531,-646.6328130000038,0,-0.04,0.46
209,2021-12-17,46202.144531,-646.6328130000038,0,-0.04,0.23
210,2021-12-17,46202.144531,-646.6328130000038,0,-0.08,0.08
211,2021-12-18,46848.777344,141.7617190000019,1,0.1,0.4
212,2021-12-18,46848.777344,141.7617190000019,1,0.12,0.37
213,2021-12-20,46880.277344,-2056.335936999996,0,0.0,0.0
214,2021-12-20,46880.277344,-2056.335936999996,0,0.21,0.64
215,2021-12-20,46880.277344,-2056.335936999996,0,0.0,0.0
216,2021-12-20,46880.277344,-2056.335936999996,0,0.25,0.5
217,2021-12-20,46880.277344,-2056.335936999996,0,0.14,0.45
218,2021-12-21,48936.613281,308.1015619999962,1,0.0,0.08
219,2021-12-21,48936.613281,308.1015619999962,1,0.0,0.0
220,2021-12-21,48936.613281,308.1015619999962,1,0.0,1.0
221,2021-12-21,48936.613281,308.1015619999962,1,0.0,0.0
222,2021-12-21,48936.613281,308.1015619999962,1,0.14,0.5
223,2021-12-22,48628.511719,-2156.0273439999946,0,0.0,0.0
224,2021-12-22,48628.511719,-2156.0273439999946,0,0.0,0.0
225,2021-12-22,48628.511719,-2156.0273439999946,0,0.0,0.12
226,2021-12-22,48628.511719,-2156.0273439999946,0,-0.17,0.17
227,2021-12-22,48628.511719,-2156.0273439999946,0,-0.04,0.36
228,2021-12-22,48628.511719,-2156.0273439999946,0,0.5,0.5
229,2021-12-22,48628.511719,-2156.0273439999946,0,0.21,0.48
230,2021-12-22,48628.511719,-2156.0273439999946,0,0.0,0.0
231,2021-12-23,50784.539063,-37.65625,0,0.0,0.0
232,2021-12-23,50784.539063,-37.65625,0,0.0,0.47
233,2021-12-23,50784.539063,-37.65625,0,0.0,0.0
234,2021-12-23,50784.539063,-37.65625,0,-0.5,1.0
235,2021-12-23,50784.539063,-37.65625,0,0.4,0.8
236,2021-12-23,50784.539063,-37.65625,0,0.0,0.1
237,2021-12-23,50784.539063,-37.65625,0,0.0,0.2
238,2021-12-23,50784.539063,-37.65625,0,0.0,0.0
239,2021-12-23,50784.539063,-37.65625,0,0.1,0.3
240,2021-12-24,50822.195313,392.33593799999653,1,0.0,0.0
241,2021-12-24,50822.195313,392.33593799999653,1,0.0,0.0
242,2021-12-24,50822.195313,392.33593799999653,1,0.09,0.49
243,2021-12-24,50822.195313,392.33593799999653,1,0.08,0.25
244,2021-12-24,50822.195313,392.33593799999653,1,0.0,0.0
245,2021-12-24,50822.195313,392.33593799999653,1,0.03,0.19
246,2021-12-24,50822.195313,392.33593799999653,1,0.0,0.0
247,2021-12-25,50429.859375,-379.65625,0,0.0,0.0
248,2021-12-27,50640.417969,3051.5625,1,0.0,0.03
249,2021-12-27,50640.417969,3051.5625,1,0.0,0.0
250,2021-12-27,50640.417969,3051.5625,1,0.0,0.07
251,2021-12-27,50640.417969,3051.5625,1,0.2,0.2
252,2021-12-27,50640.417969,3051.5625,1,0.14,0.45
253,2021-12-27,50640.417969,3051.5625,1,0.0,0.0
254,2021-12-27,50640.417969,3051.5625,1,0.12,0.38
255,2021-12-27,50640.417969,3051.5625,1,-0.5,0.5
256,2021-12-27,50640.417969,3051.5625,1,0.14,0.45
257,2021-12-28,47588.855469,1144.1445310000054,1,0.0,0.0
258,2021-12-28,47588.855469,1144.1445310000054,1,0.0,0.0
259,2021-12-28,47588.855469,1144.1445310000054,1,0.03,0.25
260,2021-12-28,47588.855469,1144.1445310000054,1,-0.65,0.83
261,2021-12-28,47588.855469,1144.1445310000054,1,0.09,0.39
262,2021-12-28,47588.855469,1144.1445310000054,1,0.0,0.0
263,2021-12-28,47588.855469,1144.1445310000054,1,0.3,0.5
264,2021-12-29,46444.710938,-733.4140620000035,0,0.0,0.0
265,2021-12-29,46444.710938,-733.4140620000035,0,0.03,0.45
266,2021-12-29,46444.710938,-733.4140620000035,0,0.0,0.0
267,2021-12-29,46444.710938,-733.4140620000035,0,0.0,0.0
268,2021-12-29,46444.710938,-733.4140620000035,0,0.0,0.0
269,2021-12-29,46444.710938,-733.4140620000035,0,0.14,0.45
270,2021-12-29,46444.710938,-733.4140620000035,0,0.0,0.6
271,2021-12-29,46444.710938,-733.4140620000035,0,0.0,0.0
272,2021-12-30,47178.125,871.6796870000035,1,0.0,0.0
273,2021-12-30,47178.125,871.6796870000035,1,-0.1,0.1
274,2021-12-30,47178.125,871.6796870000035,1,0.0,0.07
275,2021-12-30,47178.125,871.6796870000035,1,0.0,0.56
276,2021-12-30,47178.125,871.6796870000035,1,0.0,0.0
277,2021-12-30,47178.125,871.6796870000035,1,0.3,0.65
278,2021-12-30,47178.125,871.6796870000035,1,0.0,0.0
279,2021-12-31,46306.445313,-1380.3671870000035,0,-0.08,0.33
280,2021-12-31,46306.445313,-1380.3671870000035,0,0.0,0.0
281,2021-12-31,46306.445313,-1380.3671870000035,0,0.05,0.25
282,2021-12-31,46306.445313,-1380.3671870000035,0,0.5,0.5
283,2021-12-31,46306.445313,-1380.3671870000035,0,0.0,0.1
284,2021-12-31,46306.445313,-1380.3671870000035,0,0.0,0.25
285,2022-01-01,47686.8125,341.59375,1,0.13,0.4
286,2022-01-01,47686.8125,341.59375,1,0.0,0.0
287,2022-01-01,47686.8125,341.59375,1,0.8,0.75
288,2022-01-01,47686.8125,341.59375,1,0.03,0.53
289,2022-01-03,46458.117188,560.5429689999946,1,0.0,0.0
290,2022-01-03,46458.117188,560.5429689999946,1,-0.2,0.4
291,2022-01-03,46458.117188,560.5429689999946,1,0.0,0.0
292,2022-01-03,46458.117188,560.5429689999946,1,-0.09,0.38
293,2022-01-03,46458.117188,560.5429689999946,1,0.54,0.69
294,2022-01-03,46458.117188,560.5429689999946,1,0.03,0.2
295,2022-01-03,46458.117188,560.5429689999946,1,0.15,0.41
296,2022-01-03,46458.117188,560.5429689999946,1,0.0,0.0
297,2022-01-03,46458.117188,560.5429689999946,1,-0.07,0.5
298,2022-01-03,46458.117188,560.5429689999946,1,0.0,0.1
299,2022-01-04,45897.574219,2328.570313000004,1,0.0,0.0
300,2022-01-04,45897.574219,2328.570313000004,1,0.17,0.33
301,2022-01-04,45897.574219,2328.570313000004,1,0.0,0.0
302,2022-01-04,45897.574219,2328.570313000004,1,-0.02,0.43
303,2022-01-04,45897.574219,2328.570313000004,1,-0.17,0.07
304,2022-01-04,45897.574219,2328.570313000004,1,0.53,0.4
305,2022-01-04,45897.574219,2328.570313000004,1,0.0,0.0
306,2022-01-04,45897.574219,2328.570313000004,1,-0.07,0.3
307,2022-01-04,45897.574219,2328.570313000004,1,0.0,0.0
308,2022-01-04,45897.574219,2328.570313000004,1,0.3,0.5
309,2022-01-04,45897.574219,2328.570313000004,1,-0.05,0.05
310,2022-01-05,43569.003906,408.07421800000157,1,0.0,0.0
311,2022-01-05,43569.003906,408.07421800000157,1,0.65,0.75
312,2022-01-05,43569.003906,408.07421800000157,1,0.0,0.0
313,2022-01-05,43569.003906,408.07421800000157,1,0.0,0.12
314,2022-01-05,43569.003906,408.07421800000157,1,-0.13,0.27
315,2022-01-05,43569.003906,408.07421800000157,1,0.0,0.0
316,2022-01-05,43569.003906,408.07421800000157,1,0.17,0.33
317,2022-01-05,43569.003906,408.07421800000157,1,0.0,0.0
318,2022-01-05,43569.003906,408.07421800000157,1,0.15,0.65
319,2022-01-06,43160.929688,1603.0273439999946,1,-0.1,0.05
320,2022-01-06,43160.929688,1603.0273439999946,1,0.22,0.53
321,2022-01-06,43160.929688,1603.0273439999946,1,0.14,0.45
322,2022-01-06,43160.929688,1603.0273439999946,1,0.0,0.0
323,2022-01-06,43160.929688,1603.0273439999946,1,0.0,0.5
324,2022-01-06,43160.929688,1603.0273439999946,1,0.25,0.25
325,2022-01-06,43160.929688,1603.0273439999946,1,0.12,0.36
326,2022-01-06,43160.929688,1603.0273439999946,1,0.0,0.0
327,2022-01-06,43160.929688,1603.0273439999946,1,0.17,0.75
328,2022-01-06,43160.929688,1603.0273439999946,1,-0.16,0.29
329,2022-01-06,43160.929688,1603.0273439999946,1,0.1,1.0
330,2022-01-06,43160.929688,1603.0273439999946,1,-0.09,0.55
331,2022-01-06,43160.929688,1603.0273439999946,1,-0.14,0.52
332,2022-01-06,43160.929688,1603.0273439999946,1,0.0,0.0
333,2022-01-07,41557.902344,-176.0390619999962,0,0.0,0.0
334,2022-01-07,41557.902344,-176.0390619999962,0,0.0,0.0
335,2022-01-07,41557.902344,-176.0390619999962,0,-0.06,0.29
336,2022-01-07,41557.902344,-176.0390619999962,0,-0.12,0.51
337,2022-01-07,41557.902344,-176.0390619999962,0,0.6,0.9
338,2022-01-07,41557.902344,-176.0390619999962,0,0.0,0.07
339,2022-01-07,41557.902344,-176.0390619999962,0,0.13,0.45
340,2022-01-07,41557.902344,-176.0390619999962,0,-0.03,0.2
341,2022-01-07,41557.902344,-176.0390619999962,0,0.2,0.15
342,2022-01-07,41557.902344,-176.0390619999962,0,0.0,0.0
343,2022-01-07,41557.902344,-176.0390619999962,0,-0.15,0.7
344,2022-01-08,41733.941406,-177.66015699999843,0,-0.29,0.54
345,2022-01-10,41821.261719,-914.59375,0,0.0,0.0
346,2022-01-10,41821.261719,-914.59375,0,0.07,0.47
347,2022-01-10,41821.261719,-914.59375,0,0.0,0.0
348,2022-01-10,41821.261719,-914.59375,0,0.0,0.0
349,2022-01-10,41821.261719,-914.59375,0,0.0,0.0
350,2022-01-10,41821.261719,-914.59375,0,0.25,0.33
351,2022-01-10,41821.261719,-914.59375,0,0.0,0.0
352,2022-01-10,41821.261719,-914.59375,0,0.06,0.59
353,2022-01-10,41821.261719,-914.59375,0,-0.13,0.27
354,2022-01-10,41821.261719,-914.59375,0,-0.04,0.23
355,2022-01-10,41821.261719,-914.59375,0,0.03,0.07
356,2022-01-10,41821.261719,-914.59375,0,0.38,0.88
357,2022-01-10,41821.261719,-914.59375,0,0.1,0.4
358,2022-01-11,42735.855469,-1213.2460939999946,0,0.0,0.0
359,2022-01-11,42735.855469,-1213.2460939999946,0,0.0,0.0
360,2022-01-11,42735.855469,-1213.2460939999946,0,0.0,0.25
361,2022-01-11,42735.855469,-1213.2460939999946,0,0.0,0.0
362,2022-01-11,42735.855469,-1213.2460939999946,0,0.1,0.4
363,2022-01-11,42735.855469,-1213.2460939999946,0,0.0,0.0
364,2022-01-11,42735.855469,-1213.2460939999946,0,0.12,0.17
365,2022-01-11,42735.855469,-1213.2460939999946,0,0.0,0.0
366,2022-01-11,42735.855469,-1213.2460939999946,0,0.0,0.0
367,2022-01-11,42735.855469,-1213.2460939999946,0,-0.7,0.8
368,2022-01-11,42735.855469,-1213.2460939999946,0,0.0,0.1
369,2022-01-11,42735.855469,-1213.2460939999946,0,0.0,0.0
370,2022-01-11,42735.855469,-1213.2460939999946,0,-0.17,0.17
371,2022-01-12,43949.101563,1357.53125,1,0.0,0.0
372,2022-01-12,43949.101563,1357.53125,1,0.0,0.12
373,2022-01-12,43949.101563,1357.53125,1,0.0,0.0
374,2022-01-12,43949.101563,1357.53125,1,0.17,0.33
375,2022-01-12,43949.101563,1357.53125,1,0.07,0.45
376,2022-01-12,43949.101563,1357.53125,1,0.11,0.32
377,2022-01-12,43949.101563,1357.53125,1,0.17,0.5
378,2022-01-12,43949.101563,1357.53125,1,0.3,0.47
379,2022-01-12,43949.101563,1357.53125,1,0.2,0.2
380,2022-01-12,43949.101563,1357.53125,1,0.0,0.1
381,2022-01-12,43949.101563,1357.53125,1,0.0,0.25
382,2022-01-12,43949.101563,1357.53125,1,0.24,0.3
383,2022-01-12,43949.101563,1357.53125,1,0.07,0.29
384,2022-01-12,43949.101563,1357.53125,1,0.0,0.0
385,2022-01-12,43949.101563,1357.53125,1,0.0,0.0
386,2022-01-12,43949.101563,1357.53125,1,0.36,0.62
387,2022-01-12,43949.101563,1357.53125,1,0.45,0.95
388,2022-01-12,43949.101563,1357.53125,1,0.38,0.53
389,2022-01-12,43949.101563,1357.53125,1,0.0,1.0
390,2022-01-12,43949.101563,1357.53125,1,0.14,0.45
391,2022-01-12,43949.101563,1357.53125,1,0.0,0.5
392,2022-01-12,43949.101563,1357.53125,1,0.0,0.08
393,2022-01-12,43949.101563,1357.53125,1,0.25,0.5
394,2022-01-12,43949.101563,1357.53125,1,0.0,0.0
395,2022-01-13,42591.570313,-508.1289060000054,0,-0.05,0.12
396,2022-01-13,42591.570313,-508.1289060000054,0,0.0,0.0
397,2022-01-13,42591.570313,-508.1289060000054,0,0.0,0.12
398,2022-01-13,42591.570313,-508.1289060000054,0,0.02,0.26
399,2022-01-13,42591.570313,-508.1289060000054,0,0.0,0.1
400,2022-01-13,42591.570313,-508.1289060000054,0,0.0,0.25
401,2022-01-13,42591.570313,-508.1289060000054,0,0.57,0.62
402,2022-01-13,42591.570313,-508.1289060000054,0,0.0,0.0
403,2022-01-13,42591.570313,-508.1289060000054,0,0.0,0.0
404,2022-01-13,42591.570313,-508.1289060000054,0,0.0,0.0
405,2022-01-13,42591.570313,-508.1289060000054,0,0.18,0.58
406,2022-01-13,42591.570313,-508.1289060000054,0,0.0,0.0
407,2022-01-13,42591.570313,-508.1289060000054,0,0.0,0.0
408,2022-01-13,42591.570313,-508.1289060000054,0,0.15,0.35
409,2022-01-13,42591.570313,-508.1289060000054,0,0.05,0.26
410,2022-01-13,42591.570313,-508.1289060000054,0,-0.11,0.35
411,2022-01-13,42591.570313,-508.1289060000054,0,0.2,0.3
412,2022-01-13,42591.570313,-508.1289060000054,0,0.06,0.42
413,2022-01-13,42591.570313,-508.1289060000054,0,0.0,0.0
414,2022-01-13,42591.570313,-508.1289060000054,0,-0.4,0.7
415,2022-01-13,42591.570313,-508.1289060000054,0,0.23,0.37
416,2022-01-13,42591.570313,-508.1289060000054,0,0.4,0.6
417,2022-01-14,43099.699219,-77.69921899999463,0,0.0,0.25
418,2022-01-14,43099.699219,-77.69921899999463,0,0.0,0.0
419,2022-01-14,43099.699219,-77.69921899999463,0,0.0,0.0
420,2022-01-14,43099.699219,-77.69921899999463,0,0.0,0.0
